Ambient_Temperature,Water_Temperature,Humidity,Light_Intensity,Water_pH,Dissolved_Oxygen_mg_L,EC_mS_cm,TDS_ppm,Electrochemical_Signal
27.41346537,19.03551787,51.94967784,201.7361725,6.134534845,6.269678438,1.063744331,679.4574581,0.396653325
21.88172934,20.15838513,61.46567747,505.4500186,5.603685911,6.195943049,1.074958714,645.850279,1.831723344
18.07658046,15.18241909,56.1928233,913.2664576,6.575806357,4.444505137,0.860018268,492.3442899,1.192249224
28.06868424,16.39382178,46.4551424,809.7461789,6.840162656,6.040922667,1.271362222,650.3598118,1.719503617
24.5667497,21.2812001,54.1328489,959.6685585,6.145108867,5.51854399,1.090798858,781.6901123,0.277177071
21.60092485,21.84366697,64.39419843,910.3758829,6.284028412,5.875087692,1.200425708,692.4011607,1.642758123
29.16231338,19.95514264,64.07656555,598.3379516,6.141434971,4.894566679,0.576675702,475.8689496,0.647773204
21.44992611,20.45224768,69.01066594,792.7701263,6.273629931,5.758833018,1.305727118,603.6220368,0.943806987
25.94293012,19.03437646,66.83532618,815.1058487,6.722320769,4.744247818,0.966059141,469.5399551,1.626029673
21.16264152,20.00071065,66.59485479,469.3144201,6.540270609,7.544976236,2.422499381,1082.895454,1.595309388
23.5972301,23.76707429,47.18794686,401.460321,7.301320561,6.728808564,2.07628836,1042.686019,1.106857099
28.09152211,18.89240741,49.7996226,960.172447,7.124927889,3.848261343,0.868222118,580.3101044,1.133402204
27.38857907,23.12923472,60.30159543,289.960649,6.70382006,4.851137026,0.725419686,333.9714138,0.288190188
20.33880491,17.53546457,57.1448653,951.0328298,7.364882363,7.977261798,2.338898086,849.8650725,0.625531699
20.85803463,21.22876039,57.92195005,992.0737818,5.844787608,6.381262824,1.434948181,703.7676114,0.0646609
21.82717238,19.91782315,44.23079834,669.2563908,5.641228672,5.886913154,1.199501352,610.9523278,1.145124469
19.61879791,20.07523443,54.82149718,942.6435858,6.027877789,7.002795862,2.302853449,801.8528092,0.80758763
19.38043454,15.63176527,45.33443804,653.927075,6.0844791,5.500248758,1.199084347,707.4791206,0.353308631
29.12718183,16.58451576,63.8256798,508.2803303,7.4647373,7.879783425,1.846345994,938.7812808,1.625187969
20.20433777,16.9406117,57.74945775,872.482129,5.832478991,4.475002496,0.72610897,367.3814469,1.628539269
21.85538443,18.46036095,63.13450287,919.6909425,6.890848216,7.178659274,1.64085702,870.5547946,1.674651585
19.5492496,24.04269255,54.85925876,656.7101448,5.843411135,5.747551659,1.209462725,782.9691802,1.97300613
21.6320314,17.72457064,61.11411478,400.4810257,5.626570612,5.543590849,1.290294175,726.4528576,0.899804348
23.79791211,17.5455067,53.10340436,559.7582281,5.527562291,5.019641685,1.331768686,635.6071934,1.04577655
18.6739696,24.24525694,53.42869479,334.6407305,6.708227352,4.922140635,0.574331364,424.3872371,0.316434872
21.61447467,24.73720121,47.95718715,942.30386,5.545983347,5.128024502,1.498437126,700.4390021,1.236748233
25.02371998,19.71006747,62.0097908,753.8430396,6.038316746,4.190770035,0.533538239,524.9881411,1.709155899
24.03958645,22.87973595,51.84999034,398.7373487,5.654782307,6.81485839,2.398054289,882.0558562,0.071742044
21.25250615,22.10568767,60.0431373,889.0177123,7.019842842,3.381375441,0.518274834,441.6200835,0.546863885
29.40586166,24.90602632,69.8128204,819.5275231,5.603673003,7.3472617,1.565708639,1110.211047,1.94922138
19.68020149,22.29111753,60.75617501,543.4118556,5.710249077,5.679933252,1.262195135,688.1525494,0.196165554
23.33443041,18.29737663,68.48812754,748.6668548,6.576486944,3.801526122,0.779820166,346.5720738,0.159597772
26.57784901,16.92234211,50.51896022,272.6525119,5.897154029,6.772892196,2.361785621,1178.446185,0.992796305
26.42813477,23.2342863,54.7119662,407.3755412,6.916608809,5.559963974,1.135372337,728.7999086,1.141207096
26.31273106,23.14724062,43.55921983,810.4689025,5.620880324,7.113101257,1.525386356,862.4610389,0.303477432
28.2028878,19.67549178,53.83442276,701.9089707,5.807615406,7.573958343,2.158923942,810.838397,0.439517432
28.70441867,17.02895799,54.67228746,719.8937958,7.058840364,3.443944324,0.615537398,501.5678231,1.440443328
22.90204248,22.02093676,47.39337846,443.3245288,6.757114299,3.039421076,0.552054291,539.9748256,0.588687986
26.63386973,17.19548131,59.57879422,626.809665,7.002256304,6.767816993,2.152746108,895.2731124,0.900440494
26.42082706,16.58256255,41.08666553,813.0506745,6.685820863,3.198882786,0.621586095,516.6800796,1.767726451
28.83015899,16.21851942,56.48557811,672.0993195,7.017741254,4.711392936,0.915109932,419.1550589,0.350142052
26.57452741,19.01072846,43.90043052,823.1912204,5.535065544,6.002127705,1.102492148,658.6295461,0.553463099
26.71999101,18.07611105,65.41103576,987.2998063,5.957177415,7.844503728,1.513001924,834.2034123,0.638909072
26.41706267,17.55700129,40.69675525,987.2083033,6.792928697,5.311829383,1.013266102,636.287087,1.086175286
26.74095905,23.90402294,65.74063985,325.961494,6.468321416,4.166083122,0.710712275,567.8015133,1.64351402
22.21269757,21.46883855,66.12251861,705.6225895,6.494608455,4.634887123,0.670908676,377.82703,1.533765072
21.70366332,16.83770601,62.31537439,572.7545817,6.768464636,5.569538612,1.295147471,653.6127282,0.643737384
24.10758414,16.24623236,49.62304774,944.8335248,7.276721973,7.436223362,1.909411652,1020.818872,1.270088976
21.79769173,23.66527211,46.52277292,693.1340472,7.305798206,5.654189794,1.14723288,789.6906614,1.405540863
27.58928066,23.58426738,61.35127882,999.1524446,5.831114294,4.527211588,0.570056588,560.5403928,0.479020772
21.3449958,15.61755856,68.84648404,235.7036549,6.462079663,7.231146797,2.394552227,1119.942102,1.000035758
24.39747095,18.15414271,44.1982646,973.4294479,5.744313388,5.637820257,1.011234654,653.7354719,0.612417029
27.40448865,20.69852045,61.47788866,953.5242794,7.040825068,4.083268429,0.81673911,377.3663056,0.164827813
23.37964779,18.68620423,52.32446136,409.4296407,6.05532873,6.709034111,2.334930237,1193.760872,1.788021157
23.36978239,15.44009467,52.15638903,920.4244655,6.256300028,4.051380365,0.585839643,381.692198,0.749970782
26.69142956,15.94668913,62.0838153,828.866799,5.639160498,3.036781353,0.957149403,335.3253249,0.992278602
20.74993025,18.32903185,44.88951957,348.1821495,5.93887681,7.364774713,1.774055221,1021.671201,1.592207773
26.44364261,17.21499544,67.78201111,555.9594377,6.508305818,5.977130583,1.414870902,641.2842544,0.306267469
26.48001031,24.87382385,62.17147943,386.4555613,7.193811993,6.516493743,1.63688563,1160.007457,0.436456608
28.03934023,23.60653777,48.53982908,277.2811299,7.415283068,4.747780155,0.798706551,480.1550581,1.420132497
20.18555607,21.17553844,54.62268269,992.4133654,6.626346941,4.330073349,0.587685639,574.3235838,1.645008617
19.90842067,24.7441523,58.88490895,761.5879821,6.650325164,5.628155787,1.191569264,703.7835411,0.317305505
24.8975828,24.33709446,45.77758384,214.4706446,7.444837348,5.07044895,1.083141684,747.6067233,0.288449641
19.1383932,16.9904371,67.09234007,702.6202504,6.813647765,6.624198002,2.103152109,898.1396439,1.003312442
18.73040961,20.40657669,61.36656944,787.0324528,6.917217246,7.083943421,1.788693737,942.2690866,1.561843466
25.27649655,15.31347931,53.37679005,449.9381138,6.817258699,6.078568858,1.148560858,713.2809281,1.302865212
21.02854376,20.41243829,53.85686474,590.7270823,6.813903955,3.952100804,0.831835583,581.0489218,0.782687799
23.79255449,23.00095175,47.87400083,501.1233967,5.675323462,4.465144194,0.607470189,309.3549405,0.147261804
20.13582811,15.64346414,47.26176435,978.3417255,6.823394987,5.393396066,1.297538965,610.2851627,0.578323758
21.41335568,22.59435473,44.89819429,742.2742782,6.445609684,3.992732494,0.798421424,400.2731672,1.036109602
27.54991624,15.00371007,63.23790663,485.8037123,6.565342243,6.156368306,1.053299127,615.0275563,0.706616854
28.47002833,22.04954498,41.71327834,296.4853745,7.106396758,7.592283134,1.995491316,1075.360959,0.755031659
22.37888837,15.22816561,52.41826176,232.5589313,7.405532814,5.652241008,1.123201017,763.8204635,1.52928683
18.87752483,19.0238578,61.92883527,699.5096374,7.374434759,4.598831758,0.847348235,381.6435412,1.255005817
25.81007306,16.95921026,46.46374726,875.4478597,7.40063171,4.180461334,0.680486948,327.474622,1.02620865
20.71390516,24.3302139,68.46334941,741.8921643,5.731429359,7.875970363,1.636818631,1180.094942,1.08175953
27.73585924,23.97844383,53.72079371,809.2515945,6.510992368,3.892011546,0.592566464,462.5702842,1.20007133
27.35337862,24.03801331,57.34366973,678.8443127,5.523255647,4.745891672,0.866112443,541.9683444,1.953270259
24.34122072,23.3613803,60.78536829,387.3174932,6.666973787,7.48817505,2.192276565,1139.678261,1.142144201
21.83651448,23.75360844,43.79997011,981.9480794,5.633357255,3.499336018,0.744712482,366.3628325,0.571560079
25.81736044,22.06886535,55.70589945,380.7727629,6.240675521,7.981502012,2.44405934,815.7707245,0.281582143
29.3750884,17.08336948,40.51156787,403.8401831,7.23983146,6.058362759,1.462624159,636.115069,1.848581964
18.97002125,19.42337225,48.03197537,372.2476498,6.255581934,7.351917846,2.415488298,813.5783914,1.020133496
25.01977516,23.26550153,57.26775328,309.2102623,5.827910509,7.546130401,1.797349007,1169.758478,0.864970525
28.04630199,24.07063374,68.37938744,226.9010938,6.913800272,4.94211649,0.972133245,442.264265,1.596346748
19.50158017,17.29917659,63.28953424,440.3021526,5.569604569,6.293063976,1.422274699,663.8200946,1.711082175
28.08552013,18.27984285,56.93752677,285.4107578,5.781610503,7.743373211,1.537007635,1038.507951,0.35730613
29.31392514,20.49612312,69.43580464,281.7655491,7.206702432,6.845013256,1.620566886,830.7812807,1.646932659
27.22152298,22.01075927,55.28664223,616.4081724,7.346427275,7.544433164,1.839874964,1089.906709,1.296139485
27.64777274,19.62705265,55.73096063,472.6943274,7.303716011,3.130712682,0.657645169,461.8473877,1.745996042
27.91992615,20.23143803,45.71553696,350.0429397,7.238331714,4.58144633,0.659376251,487.7674129,0.122833996
28.41519935,15.40485365,46.34566521,425.2526907,5.808106486,6.328966622,1.307931594,646.591895,1.275296563
27.90747843,15.44658953,56.90226311,510.3915511,6.210212086,6.536601172,2.370098874,808.5077643,0.271106274
20.82752103,19.95819513,65.13944817,649.3244861,6.115909165,6.312052509,1.264468567,787.8135397,0.720678323
29.03653227,16.42925499,67.1770364,547.2956363,6.277827639,4.597566472,0.998967055,405.2135446,0.464011502
24.97874944,16.02895662,42.87212693,673.5058324,5.743272881,7.650782433,1.901930914,991.9502481,0.452686811
27.89766438,16.68134052,44.63365491,436.3156733,7.15718979,4.255010926,0.936838557,595.2250408,1.30535642
29.18305565,17.29678193,53.21652382,483.8859989,7.038501701,4.536546828,0.708883391,426.4071007,0.860010506
18.57102753,24.2185524,44.8558519,634.4387802,5.612742948,7.606373452,1.738777146,844.1896453,0.347860834
21.89245462,16.97172458,52.06247153,919.8311045,6.893573146,3.709244315,0.643619496,388.8924361,1.182917642
28.11379951,20.78137087,51.79635244,820.6184255,5.657311642,6.850411627,1.54209319,807.1495739,1.70184663
21.963611,18.84530472,44.25247978,786.9776068,7.034038362,4.975444779,0.713886567,415.2979941,1.153228956
21.55320098,22.65896637,65.86910224,534.9917879,6.271037523,6.019470924,1.109126944,789.9922368,0.903813786
26.85251127,23.11276614,47.47378886,839.6132084,5.683162103,7.679517522,1.589411002,967.0323103,1.943406118
24.25770688,23.74298364,67.35296968,549.6048535,6.220458817,4.758236615,0.972366011,440.2204534,0.519152449
21.05296476,23.89919327,43.21440263,802.8853119,6.714822073,5.920117084,1.083516973,798.2337252,1.57419489
26.54367634,17.104036,67.00301229,761.9370904,5.899486099,6.847507552,2.442731774,1059.85866,1.783099285
25.1486147,19.44322548,65.17070672,750.651528,7.132284269,5.911605192,1.256344256,646.1339623,0.811755219
23.10314768,16.4613818,53.3373175,486.3478319,5.821070194,6.764792048,1.720486209,874.5753049,1.026632826
24.66055717,21.33129548,41.23910696,375.4558685,6.87015801,6.16937671,1.17506263,611.5685353,0.556736341
25.15360061,22.76079428,50.07179328,874.7820676,6.026863232,6.453653945,1.441892942,785.5504566,1.357899694
21.00152671,18.55887587,67.34102231,306.3670063,6.693093561,4.989815645,0.586947625,418.8726057,1.745599316
29.31275703,16.4697622,62.18416232,583.051157,6.248055114,6.137357714,1.348010309,630.7791813,1.590747106
24.88546968,18.25061081,50.07145418,769.3603529,7.167154779,6.223749687,1.112220286,644.763523,0.277303014
27.59567029,20.35671244,47.07283545,534.50279,6.477866196,5.805461634,1.296469967,716.0172416,0.559273858
19.99070452,24.8284881,57.87174319,588.7554879,6.869011963,5.137230256,1.438730431,653.1200085,0.655163203
26.00895716,17.54419264,40.41897592,501.1502018,6.873819152,3.259029843,0.94437404,586.6954495,1.679294508
28.81944176,16.0600775,54.32717962,742.0514093,6.528736364,7.793191426,2.309516075,1062.096792,0.715982107
19.94939518,17.14541588,67.89806399,991.2418266,7.212862912,7.326286056,1.58698676,963.3812852,1.276669054
26.16075916,23.12644211,63.79066412,690.8447398,5.530083926,5.559032776,1.129876892,744.6840227,0.603892826
20.35544212,15.88969959,48.59014873,920.2114786,6.409385629,5.743813603,1.040523108,644.0366404,0.1068846
20.63104665,16.96779719,45.7198076,208.3443927,6.927090926,7.524888145,1.576130859,1140.482766,0.234616374
18.21877068,21.31328889,40.99872032,819.1242799,7.334165018,3.990293054,0.740293289,477.7223354,1.624298551
27.30609239,23.5303933,51.10616844,465.6783755,6.84950318,7.737021449,1.847809208,1071.206461,0.456388422
28.08755695,16.31611791,42.04916458,239.6920229,6.339062475,4.131463928,0.633514135,563.5889959,1.872033177
27.15701889,16.56829226,60.59087007,864.8935146,5.711976003,7.696139032,2.158451835,1140.232692,0.261982456
28.65626405,16.46386857,54.64225143,422.2685321,7.260990865,6.300941301,1.354181488,767.4026657,1.309062011
22.53774251,23.7639194,62.78402949,246.4890035,7.25880678,4.394942923,0.840070386,485.5834135,0.450688056
21.58397071,18.5540057,46.25975795,362.7153091,5.71121476,7.629074959,1.658605105,1152.348304,0.965119146
26.63364996,19.32181209,56.25114084,932.822492,6.704480254,6.307765292,1.014623642,765.1633501,0.386521433
23.04981472,20.01348942,64.56233472,818.3660748,5.587290959,5.193304801,1.167559427,748.7016513,0.122893445
21.51501714,21.6700314,42.43276304,910.6730798,7.276166068,5.241139844,1.408983512,766.4268356,1.323151765
28.40608825,16.20351137,41.84502353,949.6360175,6.75396573,5.761201601,1.003192936,657.4076266,1.509963624
28.760922,24.32514301,40.02875752,725.8259163,6.050253442,5.925390378,1.490593089,726.3627054,1.551550779
18.71374457,19.24863545,47.49653864,929.6105408,6.830884394,3.519607162,0.817002852,461.9956139,1.467872321
20.72158374,19.42299611,40.90022115,482.2862154,6.184213371,4.55969079,0.553490319,528.3083708,0.854304937
29.77528275,16.5715378,40.30793068,760.2962237,7.086261036,4.082533157,0.981496002,402.5616498,0.227039113
21.7912343,23.39009616,69.0931758,685.8112121,6.434327623,5.94893284,1.466014053,620.5019456,0.042917058
18.47767536,15.98555229,45.59476507,794.3956901,7.181256551,6.405842731,1.343942861,613.5674118,0.4908663
28.0830208,24.58021046,50.62789124,768.2204068,6.214604011,3.601927134,0.854086044,320.2051804,1.79547927
18.73639727,16.89569402,68.61059388,391.6610548,6.813401088,4.16434092,0.672941528,486.2746553,0.127349967
19.11634186,24.44723757,66.45080399,560.8542357,6.339685061,6.568613051,2.371536806,1189.395588,1.29999631
19.962002,17.55944295,62.86774039,959.9920023,6.609298217,7.953316783,2.249651832,852.0344961,1.380604733
22.68175983,24.85403509,68.41766647,982.2794304,6.270543855,4.516526392,0.512293458,306.6370655,0.191233124
22.26520027,24.26421988,64.85568595,357.9764166,7.446982169,3.647220438,0.744321595,531.1222253,0.368488787
25.11550407,15.67862992,63.08883807,757.1416267,6.653999267,7.524943065,1.945902706,909.4506665,0.922177419
29.06190296,15.87678115,50.25464142,407.8464377,5.596808437,7.99568675,1.926181302,980.5548097,0.284037777
22.52530287,16.23184395,61.5108885,387.7938077,7.424134936,3.327247642,0.897404774,508.1046677,0.517572043
26.35420487,23.09428781,69.6290835,557.369216,6.614126511,6.831154419,1.582381046,1072.199721,0.167275607
21.68570564,15.10575197,63.92402784,387.6229214,7.343527747,7.481766821,1.773259527,1180.345425,1.938859384
29.69044225,18.38045259,61.36910145,914.1211051,7.337270675,5.226586838,1.216167401,788.723184,1.320831244
23.00274671,21.54205044,42.63072385,868.144031,6.384330528,7.129590975,2.138525948,959.0377592,1.76306351
25.49103094,24.97925722,64.12830623,282.2047297,5.811107459,3.548430405,0.991988824,422.8002019,0.316697477
21.71423614,18.48095458,41.03327451,492.0335445,6.317833643,6.341148806,1.114977303,642.6209408,1.399629343
26.3441571,18.09443011,50.51015243,576.0846909,5.745209787,6.546701124,2.151666825,947.4105375,0.970933155
19.85194181,16.08583045,61.08587621,549.1903928,5.517240985,7.796537375,1.973209907,1187.277371,1.036020768
25.84183239,23.33221886,68.42305357,253.2020409,6.990269829,6.778288274,2.368623168,1110.638741,0.588145704
21.45719059,20.76407082,47.56038435,762.2997549,7.189459464,7.656382767,2.344783228,1104.409596,1.103087398
22.79851253,18.64432295,64.3378368,365.6505183,6.626475351,4.252440643,0.565622439,309.7578538,0.22909163
20.1034284,20.5526662,66.84882424,895.4617909,6.639735735,4.841695696,0.808325157,538.9611873,1.720136321
20.61604935,19.57658901,49.32101319,267.3287325,6.976016623,5.722283527,1.058654094,625.0371584,0.648938314
29.15945108,24.4777096,48.71404477,695.7104308,6.983423687,4.371130574,0.715152947,360.157418,1.902123844
24.5548439,17.58720356,61.30975524,410.6067785,6.316853691,5.73739182,1.032104469,716.3942804,1.069350338
21.57076091,22.64040933,64.56600481,524.4810753,6.460813063,5.403490107,1.39877955,662.0723918,0.924788289
19.90293047,19.73900921,40.12125387,941.4652751,6.997463676,3.910440298,0.50581027,321.7340663,0.603168192
25.62167493,21.86009296,63.30705295,360.0651285,6.439136933,3.784987113,0.739969417,480.0061644,1.287281343
21.56832367,16.13992808,65.95136348,333.3277102,7.331855625,6.937493868,2.194981886,1144.048959,0.448838721
22.97523675,18.39718293,61.4825011,577.1464317,7.110227712,4.559701978,0.519809413,444.1520842,1.766215748
18.11397333,19.33047038,65.89116544,307.9945554,5.637854988,3.209860357,0.621022508,595.998778,1.55528727
24.42057373,17.48331663,60.85301969,467.8525828,6.688071852,5.213743314,1.249444077,723.6311469,1.729594243
29.76867559,21.72220564,46.63337806,712.784888,5.744080468,7.553697456,2.059648683,803.908339,0.32383034
18.47418212,19.77642505,60.88375427,604.1555572,5.816046173,3.652922616,0.758855822,326.3599497,0.367299562
18.1139026,18.06422221,53.72261938,833.0409075,6.836674261,3.701253862,0.516601554,323.5735491,1.576302806
29.03113111,16.59436929,54.58475668,688.4566241,5.907316386,3.793846552,0.566357877,470.2622545,1.161720504
19.52681324,15.65253967,54.62474684,556.7035795,7.047811173,7.534197454,2.300586699,880.0600977,0.973497581
26.96066201,20.03288714,40.45318057,764.1130783,5.821232926,5.251223873,1.05228392,727.2860499,1.379349452
20.76253166,17.89482835,40.86544725,996.0735564,6.997674803,7.55971359,1.531586145,1174.484898,0.054852595
26.41420167,20.79575269,65.21987187,457.0702667,6.164857186,3.103942567,0.770648168,512.7181558,1.408846051
27.6264043,22.75061277,51.0014159,523.1145178,6.472072859,6.306453686,1.357043466,760.3456166,0.534763172
22.48152759,20.80065629,57.74344335,533.8082775,6.924511499,3.678900385,0.907412557,324.0344539,1.044823462
25.79652735,18.02386115,40.79112931,658.526329,6.169723811,6.342224984,1.273796188,763.459554,1.30560996
25.86582167,19.05107041,44.84244231,537.1852015,5.911326887,3.904636569,0.821788848,457.9207983,1.538647357
29.02885881,24.63910921,49.13608109,557.2718735,6.849776121,6.097384283,1.040814991,612.0704168,1.292254555
23.66453575,21.04545715,63.8571634,639.0212205,6.757488076,6.870654851,1.65954468,1148.713427,0.098274008
25.27331287,15.84831781,45.64126957,809.5010188,6.156364188,3.438427975,0.987932628,401.0687375,0.737458628
18.93003887,15.31309754,41.41758501,855.9705046,7.183433023,3.364235831,0.894849254,497.6123327,1.117838856
19.55496686,22.59111983,51.01522446,561.3535651,6.375283362,5.747293575,1.277681775,743.8403557,1.122972525
21.09660486,23.87152397,46.6658578,627.8045753,5.674691134,3.456909483,0.998166958,592.4379486,0.809098968
19.38483387,20.34294993,43.13226149,493.7467292,6.518765097,4.300651373,0.599771225,504.0684727,0.266961701
23.03558794,23.9360586,53.32693511,584.7026906,5.631381222,5.108297613,1.015326251,651.5365777,1.971029835
24.4140555,20.62668213,55.7761486,204.4689829,5.922036965,5.693934435,1.434136253,745.433814,0.910026888
29.67954412,17.18568891,54.48674811,685.2541168,6.715845144,6.114059782,1.212746667,669.1869985,0.625528757
18.83906271,18.83215541,60.2898553,858.4831807,6.424960167,7.056558144,2.487649564,816.0436766,0.351927772
28.24197909,17.35491014,55.98022324,975.0371587,6.003146368,4.734062992,0.789337704,431.5846258,0.535010103
21.10348586,21.4780758,58.66982016,622.9283047,7.006842297,6.087886491,1.243334471,774.6846476,0.047013515
24.84868854,19.42243566,57.26834533,860.9591064,7.196155231,6.351052796,1.210860463,655.3655594,0.942858668
26.46951557,20.69687869,63.09285473,529.5782495,7.385200915,4.184700657,0.956181673,363.1986567,1.049609805
26.4766284,16.88035734,51.59127141,517.2048952,6.092588776,5.934449875,1.31578011,746.6226045,1.376968474
20.50834452,23.40036045,40.57682759,493.7181091,6.699877561,3.26313537,0.857912482,572.7097562,0.883697337
19.10132983,17.43941696,48.33887315,690.0966399,6.003816342,3.359366218,0.618771662,591.4185282,1.259549546
26.38154426,15.65529932,69.92896631,442.8624891,7.382792571,3.361953905,0.927192547,447.6833569,0.639968167
23.88783887,22.99679474,60.14055642,342.5306848,5.607164195,5.370846612,1.435374951,689.061051,1.608055132
28.25273927,16.45331458,61.60496217,900.8123938,6.421902414,5.772226031,1.179616685,718.5901703,1.384936042
23.61682253,16.79667611,61.68057116,873.512705,6.64915593,5.245285809,1.195540768,793.8824645,1.77706427
18.73538318,20.01879845,45.909158,523.1486962,7.095291304,3.516266865,0.828368332,397.5570193,0.829168618
29.73431155,21.05383387,63.38159518,763.2870384,5.605177746,6.160209689,1.06543683,793.964209,1.544139451
20.59098257,23.12203365,55.95392006,707.866909,5.872904212,5.680684312,1.118025232,614.6993495,0.832146563
28.63825692,20.74354447,51.16048919,798.8358866,6.647643644,5.254636858,1.259886974,667.4006353,1.663033124
25.60547984,17.99987899,40.38955429,754.0605692,5.998888189,6.243325049,1.215443762,649.7428545,0.643564499
23.76175157,16.93176345,50.98390389,483.5913089,6.901359148,5.92571748,1.353388608,633.4083816,1.50746948
18.92746119,21.58245103,56.13228828,317.1531727,5.528549513,3.335238433,0.518335713,520.9206045,1.792775448
25.06208814,20.18875464,50.70798503,899.6298362,6.42251395,5.995706791,1.237315438,768.8340898,0.782886654
28.37319749,24.30168621,58.81136277,692.4801599,7.168542033,4.611340306,0.792677182,560.4813842,1.917117414
27.4173348,18.3701899,66.24682157,712.2884961,7.436441621,6.808761815,1.611919619,907.8998446,0.067918282
26.44540343,15.04308302,52.90743547,381.8111524,5.521421866,5.085630284,1.265584764,787.3211385,1.952002926
19.84099484,24.19748745,63.69209432,692.5622694,6.352138427,3.078687081,0.561054957,435.6597085,1.166186698
21.73050676,19.6223986,53.08567345,412.3987462,7.081841261,7.900812526,1.816156105,1002.893923,0.25228699
25.44873952,15.11437627,64.10427954,872.0462136,6.204707327,3.083145718,0.5741716,595.9890369,0.300043044
22.55708625,17.76995642,57.69411311,600.9093619,6.564114795,4.930237393,0.50246999,585.5435356,0.456205458
24.56495511,17.94661959,49.94085852,928.0114704,7.471970649,4.278239876,0.933959147,436.4219567,0.708901787
22.6318276,16.54733023,67.89728619,566.6009592,5.890276571,4.031192057,0.74442329,500.0592773,1.590931853
25.5065806,23.59835638,57.79667977,383.940829,5.800438392,5.209476882,1.014986795,661.5859883,1.149794325
28.64544738,22.18903303,61.98421215,221.7786754,7.315940251,4.409361525,0.600926726,502.02973,1.045292693
22.66209073,20.98043496,54.41836357,800.2850528,7.232532445,4.939824092,0.546950358,501.7806355,0.672922224
29.97944273,16.564466,66.47137103,258.1064541,5.716377231,5.665625329,1.434071127,635.4299579,1.994925674
26.35808183,19.5657051,44.90877332,269.1206926,6.963925183,6.038938928,1.419057645,788.9228439,1.896295719
27.3845176,19.29212332,47.46863117,513.120789,6.367652139,6.024872042,1.248587382,723.569448,0.732949207
25.14750688,16.0977207,62.04779013,920.1260783,7.383461657,6.303357477,1.285304873,606.0774119,1.208031855
27.29159476,24.90715874,45.29601567,918.7533801,7.479745848,4.861897391,0.844763376,502.9540157,0.339412385
21.20920066,24.81238809,61.08764529,919.1744392,6.214440417,3.431350305,0.829442735,418.1593217,1.809453285
23.29887019,24.35589179,54.04411575,253.491037,6.07206837,5.976849466,1.053296515,731.5690609,0.622708306
26.07885912,21.1450894,67.1282603,901.2945114,7.286676503,6.499120589,1.024106019,795.4348368,1.881023968
26.32298495,17.97874619,62.35554774,683.3294372,6.797161672,3.813815921,0.935376725,534.7156452,1.411162059
23.57355654,15.37637633,59.56626249,890.0009118,6.484408338,7.350524391,2.238449209,1151.406225,0.344552935
18.7904594,17.30364663,48.47237704,639.0100239,6.559570752,3.808280643,0.663516581,500.2780157,1.448384965
27.78611356,23.11996908,44.48209779,955.0873394,6.915966043,7.711768913,2.262285135,1119.12546,1.820531757
26.95566784,23.96724109,66.66935205,384.9967881,6.953064251,5.653374972,1.408917108,624.0418111,1.853864479
25.22298564,23.29169968,55.06826598,732.912559,6.174929359,5.816733647,1.00287933,664.917166,1.175385441
19.04736688,16.52951443,65.36167208,816.0395777,7.324510395,3.73292307,0.698086346,508.640162,0.030231206
18.32214984,19.1105321,51.42612569,298.2682961,5.588784795,5.582837152,1.224346811,647.5088262,1.791989468
29.89187784,23.25472483,68.52835577,782.0635374,6.193642409,5.559877687,1.113634814,614.6391848,1.21351364
19.63938208,16.50977282,50.27293766,657.567123,6.703975394,4.206897187,0.834106399,485.8471038,0.491498314
20.34675689,24.84770775,47.89346112,957.7989426,5.599184029,5.695241066,1.18989289,772.6667299,1.219275238
22.24357194,15.41514611,45.07516618,511.0075664,5.849124497,4.03816357,0.739590939,307.6926197,1.48826452
24.05760356,16.93142593,62.61944772,719.8623658,5.803611073,3.682495655,0.690097809,419.6468343,1.659483971
19.53054353,21.7753776,66.01475045,359.0208418,5.781161685,7.370258554,2.033602547,1043.162037,0.96954218
29.63867787,16.94028434,45.40232975,732.9543092,5.951844198,7.647324892,2.312985739,1087.24923,0.518565595
24.59157214,21.83078422,61.78731418,742.3665918,7.114088305,4.911047392,0.509116291,358.7333957,0.505056691
25.72808287,22.15043946,60.02268794,867.1820286,6.451714246,6.511344312,2.147474714,1159.21222,1.180290658
29.28539944,23.91329702,47.00483711,755.9926885,6.328961724,5.365223445,1.463517272,612.0534781,0.648249603
19.54808361,18.21332279,62.09775327,856.3587578,7.134298817,6.40165404,1.175811344,620.2841657,0.906049146
26.31581936,24.07356795,42.7038134,305.293493,6.806892007,5.728807639,1.128388284,656.9745804,0.425528124
21.53958777,18.70899424,63.66754015,453.3192927,6.553243301,3.61457993,0.901512949,461.748383,1.263517543
28.35995462,15.12208703,45.58347837,471.3062089,6.557571477,3.622615398,0.805166892,514.8452023,0.893568652
22.83928518,23.31699447,66.62138881,674.0679794,7.055728345,5.408936001,1.206774551,624.3772187,0.585323497
20.27954023,21.98287629,47.94694872,873.0376559,5.973694387,6.771724024,2.181117854,872.5753391,1.693561117
19.0407812,19.32216218,61.89725352,283.1053935,6.382234844,4.050326767,0.854523131,332.0630769,0.934853342
28.04816036,15.80304858,47.71974279,857.3782151,6.313523787,7.350968329,1.756562784,1185.17075,1.414362069
